id,employee_code,employee_name,age,gender,city,department,job_role,education,employment_type,joining_date,experience_years,salary,performance_rating,projects_completed,status
2466,EMP02466,Employee_02466,23,Female,Chennai,HR,Support Engineer,B.Sc,Part-Time,2021-03-28,4,137820,3.2,1,On Leave
2467,EMP02467,Employee_02467,24,Female,Pune,Support,Tester,MBA,Full-Time,2022-07-17,3,122014,5.0,11,Inactive
2468,EMP02468,Employee_02468,31,Female,Kochi,Admin,Developer,B.Sc,Part-Time,2024-05-09,1,116856,3.6,9,On Leave
2469,EMP02469,Employee_02469,45,Male,Vijayawada,Sales,HR Executive,M.Tech,Full-Time,2026-04-07,0,78640,2.0,4,On Leave
2470,EMP02470,Employee_02470,45,Male,Kochi,HR,Manager,MBA,Full-Time,2020-11-18,5,108312,3.7,2,Inactive
2471,EMP02471,Employee_02471,40,Female,Hyderabad,Support,Manager,MCA,Full-Time,2023-09-12,2,76472,2.8,0,Active
2472,EMP02472,Employee_02472,35,Female,Vijayawada,HR,Executive,B.Tech,Full-Time,2026-02-03,0,62653,2.4,2,On Leave
2473,EMP02473,Employee_02473,35,Female,Vijayawada,Marketing,Accountant,B.Com,Contract,2021-04-12,4,122983,4.0,7,On Leave
2474,EMP02474,Employee_02474,40,Male,Vijayawada,HR,Analyst,B.Com,Contract,2025-01-12,0,32910,2.9,2,Inactive
2475,EMP02475,Employee_02475,34,Male,Hyderabad,Support,Analyst,MBA,Full-Time,2023-10-07,2,111309,3.6,1,On Leave
2476,EMP02476,Employee_02476,34,Male,Bengaluru,Finance,Accountant,B.Com,Part-Time,2023-07-07,2,81767,2.3,6,Inactive
2477,EMP02477,Employee_02477,44,Female,Kochi,Support,Executive,MBA,Contract,2021-12-30,4,126637,2.3,9,On Leave
2478,EMP02478,Employee_02478,23,Male,Guntur,Finance,Developer,B.Tech,Full-Time,2020-10-17,5,73380,3.6,11,On Leave
2479,EMP02479,Employee_02479,36,Female,Pune,Finance,Analyst,MBA,Full-Time,2020-02-23,5,38148,3.3,7,On Leave
2480,EMP02480,Employee_02480,34,Male,Vijayawada,Operations,Tester,MCA,Full-Time,2022-03-07,3,49597,4.4,3,Active
2481,EMP02481,Employee_02481,43,Male,Kochi,Operations,Tester,B.Com,Contract,2023-06-25,2,32754,2.7,10,Inactive
2482,EMP02482,Employee_02482,28,Male,Chennai,Admin,Tester,M.Tech,Full-Time,2025-08-24,0,107586,4.1,3,On Leave
2483,EMP02483,Employee_02483,25,Male,Vijayawada,Marketing,Analyst,MCA,Contract,2021-09-23,4,102451,4.3,5,On Leave
2484,EMP02484,Employee_02484,31,Female,Guntur,Finance,Analyst,M.Tech,Full-Time,2022-01-24,3,35503,3.9,4,On Leave
2485,EMP02485,Employee_02485,33,Female,Pune,Marketing,Support Engineer,B.Com,Full-Time,2022-02-08,3,27783,2.4,8,Active
2486,EMP02486,Employee_02486,29,Female,Pune,IT,Executive,B.Tech,Part-Time,2026-03-22,0,101450,2.7,5,On Leave
2487,EMP02487,Employee_02487,37,Male,Kochi,Support,Tester,B.Com,Contract,2024-06-26,1,106519,4.3,9,On Leave
2488,EMP02488,Employee_02488,25,Male,Bengaluru,Admin,Accountant,M.Tech,Full-Time,2025-03-18,0,90762,4.7,0,Inactive
2489,EMP02489,Employee_02489,34,Male,Pune,Admin,Executive,MBA,Part-Time,2021-01-15,4,122978,3.5,1,Active
2490,EMP02490,Employee_02490,43,Male,Mumbai,IT,Manager,B.Com,Full-Time,2025-05-12,0,53673,2.4,10,On Leave
2491,EMP02491,Employee_02491,41,Male,Kochi,Sales,Developer,MBA,Contract,2021-12-04,4,62757,4.2,4,Active
2492,EMP02492,Employee_02492,44,Male,Bengaluru,HR,Tester,B.Com,Part-Time,2022-01-27,3,79522,3.3,4,Active
2493,EMP02493,Employee_02493,45,Male,Chennai,Marketing,Executive,B.Com,Full-Time,2023-04-29,2,88975,2.5,10,On Leave
2494,EMP02494,Employee_02494,35,Male,Kolkata,Support,Analyst,B.Com,Part-Time,2023-06-14,2,125833,3.1,1,Inactive
2495,EMP02495,Employee_02495,40,Female,Pune,HR,Executive,MBA,Full-Time,2020-02-03,5,92712,2.3,7,Inactive
2496,EMP02496,Employee_02496,41,Male,Kochi,IT,Manager,MBA,Full-Time,2023-06-28,2,53188,2.9,5,On Leave
2497,EMP02497,Employee_02497,21,Female,Chennai,Finance,Developer,M.Tech,Full-Time,2020-10-16,5,70332,3.0,5,Active
2498,EMP02498,Employee_02498,33,Female,Kochi,Finance,Manager,MCA,Part-Time,2025-05-21,0,118035,3.3,10,Active
2499,EMP02499,Employee_02499,38,Male,Bengaluru,Sales,Developer,MCA,Full-Time,2022-08-07,3,118590,2.3,4,Inactive
2500,EMP02500,Employee_02500,29,Female,Chennai,Sales,Tester,MBA,Full-Time,2021-06-03,4,57006,2.9,6,Active
2501,EMP02501,Employee_02501,42,Male,Vijayawada,Operations,Analyst,M.Tech,Contract,2023-05-13,2,78312,4.9,4,Inactive
2502,EMP02502,Employee_02502,40,Female,Delhi,Marketing,Manager,B.Com,Full-Time,2024-11-21,1,84689,4.2,8,On Leave
2503,EMP02503,Employee_02503,26,Female,Delhi,IT,Accountant,B.Com,Full-Time,2026-04-21,0,118589,4.8,2,Inactive
2504,EMP02504,Employee_02504,39,Female,Kochi,Marketing,Accountant,M.Tech,Full-Time,2020-03-29,5,109067,2.5,12,Active
2505,EMP02505,Employee_02505,34,Female,Kochi,HR,Accountant,MBA,Part-Time,2026-05-20,0,128611,2.9,3,Active
2506,EMP02506,Employee_02506,35,Male,Hyderabad,IT,Support Engineer,B.Com,Full-Time,2022-11-25,3,50663,4.4,8,On Leave
2507,EMP02507,Employee_02507,35,Female,Guntur,Support,HR Executive,MBA,Contract,2025-09-14,0,73644,4.8,4,On Leave
2508,EMP02508,Employee_02508,29,Male,Vijayawada,IT,HR Executive,MCA,Full-Time,2026-07-01,0,137795,2.0,11,Active
2509,EMP02509,Employee_02509,40,Male,Pune,Marketing,Accountant,B.Tech,Part-Time,2022-12-04,3,133425,4.7,1,Inactive
2510,EMP02510,Employee_02510,32,Male,Delhi,HR,HR Executive,B.Tech,Contract,2025-05-21,0,127794,3.3,5,Active
2511,EMP02511,Employee_02511,36,Male,Pune,Marketing,Executive,B.Com,Contract,2024-04-23,1,94685,2.8,11,On Leave
2512,EMP02512,Employee_02512,39,Female,Hyderabad,Operations,HR Executive,MBA,Contract,2024-11-16,1,103895,2.1,4,On Leave
2513,EMP02513,Employee_02513,36,Female,Chennai,Support,Analyst,MBA,Contract,2022-07-28,3,107956,2.9,2,On Leave
2514,EMP02514,Employee_02514,31,Male,Delhi,IT,Executive,MCA,Part-Time,2021-11-18,4,134838,2.4,0,On Leave
2515,EMP02515,Employee_02515,34,Male,Guntur,Sales,Tester,MCA,Full-Time,2025-07-02,0,63201,4.3,4,On Leave
2516,EMP02516,Employee_02516,38,Female,Kolkata,Operations,Executive,B.Tech,Contract,2024-07-25,1,31571,4.0,3,Active
2517,EMP02517,Employee_02517,45,Female,Kolkata,Support,Support Engineer,B.Tech,Contract,2020-03-30,5,38831,4.6,2,On Leave
2518,EMP02518,Employee_02518,21,Female,Chennai,Admin,Accountant,B.Com,Contract,2022-05-03,3,95056,3.9,8,Inactive
2519,EMP02519,Employee_02519,22,Male,Hyderabad,Sales,HR Executive,B.Sc,Part-Time,2025-04-28,0,74684,3.2,6,Inactive
2520,EMP02520,Employee_02520,27,Female,Pune,Sales,Analyst,MCA,Full-Time,2023-02-26,2,85676,3.2,12,On Leave
2521,EMP02521,Employee_02521,27,Female,Bengaluru,Admin,Developer,MBA,Full-Time,2021-09-08,4,76287,3.1,10,Active
2522,EMP02522,Employee_02522,30,Female,Guntur,Finance,HR Executive,B.Sc,Part-Time,2025-01-02,0,91384,4.6,7,Active
2523,EMP02523,Employee_02523,35,Female,Vijayawada,Marketing,Accountant,B.Com,Contract,2024-05-26,1,100093,4.1,8,Inactive
2524,EMP02524,Employee_02524,41,Female,Chennai,Operations,Executive,MBA,Contract,2023-03-20,2,80764,4.8,8,Inactive
2525,EMP02525,Employee_02525,21,Female,Kolkata,Admin,Tester,B.Tech,Part-Time,2022-11-05,3,80921,3.4,7,Active
2526,EMP02526,Employee_02526,36,Female,Kochi,Admin,Support Engineer,B.Sc,Part-Time,2020-04-02,5,128428,3.4,1,Active
2527,EMP02527,Employee_02527,31,Male,Hyderabad,IT,Developer,M.Tech,Contract,2020-11-07,5,141518,4.3,10,Active
2528,EMP02528,Employee_02528,29,Female,Delhi,Finance,Executive,M.Tech,Part-Time,2026-05-27,0,26781,4.4,5,On Leave
2529,EMP02529,Employee_02529,31,Female,Guntur,Operations,Executive,B.Com,Full-Time,2022-12-14,3,82006,3.6,12,Active
2530,EMP02530,Employee_02530,34,Male,Hyderabad,Marketing,Accountant,B.Tech,Contract,2021-06-17,4,130679,5.0,10,On Leave
2531,EMP02531,Employee_02531,23,Female,Guntur,HR,Analyst,MCA,Contract,2020-11-18,5,33710,4.2,4,On Leave
2532,EMP02532,Employee_02532,39,Male,Kolkata,HR,Support Engineer,MCA,Full-Time,2025-08-17,0,122622,4.5,1,On Leave
2533,EMP02533,Employee_02533,29,Female,Vijayawada,Admin,HR Executive,B.Tech,Contract,2025-01-08,0,123327,3.3,4,On Leave
2534,EMP02534,Employee_02534,37,Female,Kochi,Support,HR Executive,M.Tech,Contract,2024-07-30,1,145627,4.0,4,Inactive
2535,EMP02535,Employee_02535,25,Male,Delhi,Support,Support Engineer,MCA,Contract,2026-02-20,0,22147,4.2,11,Inactive
2536,EMP02536,Employee_02536,37,Male,Pune,IT,Manager,MCA,Contract,2020-03-09,5,35773,2.8,2,Active
2537,EMP02537,Employee_02537,34,Female,Vijayawada,Sales,HR Executive,B.Sc,Full-Time,2025-07-26,0,92913,4.6,5,Active
2538,EMP02538,Employee_02538,22,Female,Guntur,IT,Tester,MBA,Part-Time,2022-11-03,3,110944,2.2,1,Inactive
2539,EMP02539,Employee_02539,27,Female,Chennai,Marketing,Accountant,B.Com,Part-Time,2022-09-24,3,41668,2.8,11,Active
2540,EMP02540,Employee_02540,27,Male,Hyderabad,Finance,Executive,MCA,Part-Time,2020-01-11,5,103803,3.8,4,On Leave
2541,EMP02541,Employee_02541,32,Female,Guntur,Marketing,Accountant,MBA,Part-Time,2022-07-13,3,39518,3.6,11,Active
2542,EMP02542,Employee_02542,23,Male,Hyderabad,Finance,Support Engineer,MCA,Part-Time,2022-04-14,3,71360,4.8,1,Active
2543,EMP02543,Employee_02543,34,Female,Pune,Operations,Manager,M.Tech,Full-Time,2022-12-31,3,101435,3.6,1,Inactive
2544,EMP02544,Employee_02544,40,Male,Kochi,Marketing,Analyst,B.Sc,Contract,2026-03-04,0,103948,3.0,9,Inactive
2545,EMP02545,Employee_02545,32,Male,Pune,Sales,Analyst,MCA,Full-Time,2023-09-14,2,46993,3.1,5,Inactive
2546,EMP02546,Employee_02546,45,Male,Hyderabad,Sales,Analyst,B.Com,Part-Time,2025-12-21,0,42038,3.6,11,Active
2547,EMP02547,Employee_02547,25,Male,Kochi,Operations,Accountant,M.Tech,Full-Time,2022-11-27,3,63363,2.9,2,Active
2548,EMP02548,Employee_02548,26,Female,Pune,Marketing,Analyst,B.Tech,Part-Time,2021-02-20,4,34597,3.5,2,On Leave
2549,EMP02549,Employee_02549,23,Female,Delhi,Sales,Developer,B.Tech,Part-Time,2024-07-02,1,69548,2.7,5,Active
2550,EMP02550,Employee_02550,27,Male,Vijayawada,Admin,Analyst,M.Tech,Contract,2020-06-08,5,33436,4.4,4,Active
2551,EMP02551,Employee_02551,40,Female,Delhi,Operations,Accountant,MBA,Contract,2020-07-13,5,124762,3.1,8,On Leave
2552,EMP02552,Employee_02552,28,Male,Kolkata,Finance,Analyst,B.Sc,Part-Time,2024-11-05,1,98065,3.0,4,On Leave
2553,EMP02553,Employee_02553,31,Male,Kochi,HR,Developer,MBA,Full-Time,2022-12-29,3,58029,2.2,4,On Leave
2554,EMP02554,Employee_02554,41,Male,Hyderabad,Finance,Manager,M.Tech,Part-Time,2024-04-15,1,117755,4.1,1,Active
2555,EMP02555,Employee_02555,33,Male,Chennai,HR,Accountant,B.Com,Contract,2021-05-20,4,55065,3.3,8,Inactive
2556,EMP02556,Employee_02556,41,Female,Chennai,IT,Executive,M.Tech,Part-Time,2021-11-29,4,117884,4.5,9,Inactive
2557,EMP02557,Employee_02557,43,Female,Kochi,Sales,Manager,M.Tech,Contract,2026-06-04,0,40636,4.2,0,On Leave
2558,EMP02558,Employee_02558,36,Female,Hyderabad,Sales,Manager,B.Sc,Full-Time,2023-12-11,2,51949,4.3,8,Active
2559,EMP02559,Employee_02559,29,Male,Mumbai,Sales,Accountant,B.Tech,Full-Time,2025-03-12,0,107024,3.8,11,On Leave
2560,EMP02560,Employee_02560,23,Male,Delhi,IT,Manager,M.Tech,Contract,2023-12-03,2,95395,3.0,11,Inactive
2561,EMP02561,Employee_02561,33,Male,Chennai,Marketing,Developer,MBA,Part-Time,2020-03-06,5,29512,2.9,0,Inactive
2562,EMP02562,Employee_02562,29,Female,Hyderabad,IT,Tester,B.Tech,Contract,2025-05-08,0,136267,4.9,6,On Leave
2563,EMP02563,Employee_02563,37,Female,Pune,IT,Analyst,MBA,Part-Time,2026-07-21,0,104633,3.3,11,On Leave
2564,EMP02564,Employee_02564,34,Female,Kolkata,Admin,HR Executive,B.Com,Part-Time,2023-12-22,2,53268,2.7,8,On Leave
2565,EMP02565,Employee_02565,23,Female,Chennai,Finance,Developer,B.Tech,Full-Time,2022-08-31,3,72002,3.2,0,On Leave
2566,EMP02566,Employee_02566,38,Female,Kochi,Marketing,Accountant,B.Tech,Contract,2022-03-03,3,118188,2.0,4,On Leave
2567,EMP02567,Employee_02567,27,Female,Kolkata,Operations,Executive,MCA,Full-Time,2020-03-04,5,22371,2.6,1,On Leave
2568,EMP02568,Employee_02568,30,Male,Mumbai,Admin,Developer,B.Com,Full-Time,2026-05-21,0,98750,2.2,11,Inactive
2569,EMP02569,Employee_02569,25,Female,Vijayawada,Sales,Developer,MCA,Part-Time,2024-12-09,1,80749,3.8,1,On Leave
2570,EMP02570,Employee_02570,25,Female,Kolkata,Support,HR Executive,B.Com,Part-Time,2022-06-24,3,121243,3.5,12,On Leave
2571,EMP02571,Employee_02571,39,Male,Chennai,Finance,Developer,B.Tech,Contract,2021-09-03,4,61725,3.1,10,Active
2572,EMP02572,Employee_02572,28,Female,Guntur,Marketing,HR Executive,MBA,Part-Time,2021-09-23,4,115915,2.6,6,On Leave
2573,EMP02573,Employee_02573,37,Female,Delhi,Sales,Accountant,B.Com,Contract,2025-07-21,0,22842,3.8,6,Inactive
2574,EMP02574,Employee_02574,31,Male,Delhi,Sales,Analyst,MBA,Part-Time,2026-06-11,0,142503,3.0,1,Inactive
2575,EMP02575,Employee_02575,40,Female,Mumbai,Admin,Tester,B.Tech,Contract,2023-09-12,2,59586,4.8,11,Active
2576,EMP02576,Employee_02576,37,Female,Vijayawada,Operations,Analyst,M.Tech,Contract,2023-04-07,2,119127,4.1,2,Active
2577,EMP02577,Employee_02577,34,Female,Delhi,Operations,Analyst,B.Com,Contract,2025-07-12,0,85416,3.0,4,Inactive
2578,EMP02578,Employee_02578,24,Female,Pune,IT,Developer,MCA,Full-Time,2023-06-26,2,123723,3.3,9,Inactive
2579,EMP02579,Employee_02579,26,Male,Hyderabad,HR,Support Engineer,MCA,Part-Time,2025-08-27,0,33997,4.5,6,On Leave
2580,EMP02580,Employee_02580,26,Female,Kolkata,Sales,Tester,M.Tech,Contract,2021-09-27,4,91605,2.4,8,Active
2581,EMP02581,Employee_02581,33,Female,Guntur,IT,Analyst,M.Tech,Contract,2025-05-18,0,125534,3.7,9,Active
2582,EMP02582,Employee_02582,21,Male,Bengaluru,Operations,Executive,MBA,Contract,2023-01-29,2,71472,2.6,4,Active
2583,EMP02583,Employee_02583,37,Female,Bengaluru,Operations,Support Engineer,B.Com,Part-Time,2024-03-14,1,122630,3.2,11,Inactive
2584,EMP02584,Employee_02584,32,Male,Kochi,Support,Accountant,B.Com,Contract,2020-03-05,5,82237,3.8,6,Inactive
2585,EMP02585,Employee_02585,36,Male,Guntur,Marketing,Analyst,B.Tech,Contract,2021-07-18,4,53660,2.1,5,On Leave
2586,EMP02586,Employee_02586,43,Male,Kolkata,Operations,Developer,B.Sc,Full-Time,2021-09-19,4,109494,3.2,11,Inactive
2587,EMP02587,Employee_02587,44,Female,Vijayawada,Operations,Support Engineer,MCA,Full-Time,2023-08-07,2,75018,3.7,0,Active
2588,EMP02588,Employee_02588,33,Female,Guntur,Admin,Tester,B.Com,Contract,2021-10-12,4,65813,3.3,3,Inactive
2589,EMP02589,Employee_02589,35,Male,Kochi,HR,Analyst,MBA,Part-Time,2020-01-11,5,23865,4.5,5,Inactive
2590,EMP02590,Employee_02590,23,Female,Mumbai,HR,Tester,MCA,Full-Time,2024-02-25,1,58154,3.7,11,Inactive
2591,EMP02591,Employee_02591,42,Male,Kolkata,Sales,Support Engineer,M.Tech,Contract,2022-04-23,3,44295,3.3,4,Inactive
2592,EMP02592,Employee_02592,35,Female,Kochi,IT,Accountant,B.Tech,Part-Time,2023-01-19,2,134638,3.3,6,Inactive
2593,EMP02593,Employee_02593,44,Male,Mumbai,Sales,HR Executive,MCA,Part-Time,2023-05-26,2,87028,3.9,11,On Leave
2594,EMP02594,Employee_02594,24,Male,Chennai,IT,Tester,MCA,Full-Time,2025-07-10,0,106155,4.6,12,Inactive
2595,EMP02595,Employee_02595,43,Female,Pune,Operations,Accountant,MBA,Full-Time,2024-07-16,1,81174,2.9,1,Active
2596,EMP02596,Employee_02596,24,Female,Vijayawada,Admin,Executive,B.Com,Contract,2020-07-14,5,50261,4.8,10,Inactive
2597,EMP02597,Employee_02597,42,Female,Kolkata,Admin,Manager,B.Sc,Part-Time,2022-09-11,3,36810,4.5,10,Inactive
2598,EMP02598,Employee_02598,37,Male,Delhi,Marketing,Accountant,B.Com,Full-Time,2025-04-02,0,106281,3.2,1,Inactive
2599,EMP02599,Employee_02599,31,Female,Chennai,Sales,Manager,MCA,Part-Time,2025-12-27,0,116066,3.4,9,Inactive
2600,EMP02600,Employee_02600,38,Female,Vijayawada,Marketing,Accountant,B.Com,Contract,2023-12-02,2,22627,4.5,10,Active
2601,EMP02601,Employee_02601,33,Female,Bengaluru,Sales,HR Executive,B.Sc,Full-Time,2024-08-01,1,29615,2.5,8,Active
2602,EMP02602,Employee_02602,35,Male,Mumbai,Support,Accountant,M.Tech,Contract,2023-05-21,2,18493,2.9,7,Active
2603,EMP02603,Employee_02603,44,Male,Mumbai,HR,Support Engineer,M.Tech,Part-Time,2022-11-08,3,147158,4.0,7,On Leave
2604,EMP02604,Employee_02604,22,Female,Guntur,IT,Analyst,MBA,Full-Time,2023-10-24,2,74820,3.5,4,Active
2605,EMP02605,Employee_02605,24,Male,Hyderabad,HR,Accountant,M.Tech,Full-Time,2024-05-09,1,23058,2.2,5,Inactive
2606,EMP02606,Employee_02606,39,Female,Kochi,Finance,Support Engineer,B.Com,Contract,2025-02-27,0,88702,3.7,7,Active
2607,EMP02607,Employee_02607,43,Female,Kochi,Sales,HR Executive,MBA,Part-Time,2024-06-17,1,58919,2.3,12,On Leave
2608,EMP02608,Employee_02608,32,Male,Delhi,Operations,HR Executive,B.Tech,Part-Time,2022-10-20,3,69889,4.4,7,Active
2609,EMP02609,Employee_02609,25,Female,Bengaluru,Sales,Executive,B.Com,Full-Time,2025-02-04,0,52823,3.6,3,Active
2610,EMP02610,Employee_02610,23,Female,Mumbai,Finance,Accountant,M.Tech,Part-Time,2020-01-30,5,89330,2.6,9,On Leave
2611,EMP02611,Employee_02611,34,Female,Vijayawada,Support,Accountant,B.Tech,Contract,2022-07-17,3,124217,4.6,3,Inactive
2612,EMP02612,Employee_02612,21,Male,Hyderabad,Admin,Executive,B.Com,Contract,2025-10-31,0,69384,4.1,10,Inactive
2613,EMP02613,Employee_02613,38,Male,Delhi,Finance,HR Executive,B.Sc,Contract,2024-02-03,1,58204,3.2,0,Inactive
2614,EMP02614,Employee_02614,43,Female,Guntur,HR,Analyst,B.Sc,Contract,2022-12-19,3,35906,2.4,8,Active
2615,EMP02615,Employee_02615,26,Male,Delhi,Finance,HR Executive,B.Tech,Full-Time,2022-03-14,3,37807,2.8,10,On Leave
2616,EMP02616,Employee_02616,41,Female,Guntur,Operations,Accountant,B.Com,Contract,2025-06-26,0,56468,4.5,12,On Leave
2617,EMP02617,Employee_02617,33,Female,Delhi,Marketing,Tester,B.Tech,Full-Time,2023-01-22,2,115596,4.1,2,On Leave
2618,EMP02618,Employee_02618,45,Female,Pune,IT,Support Engineer,B.Sc,Full-Time,2021-02-03,4,107812,2.3,6,Active
2619,EMP02619,Employee_02619,41,Female,Guntur,Marketing,Analyst,MCA,Part-Time,2026-03-13,0,44284,4.1,3,Inactive
2620,EMP02620,Employee_02620,29,Male,Bengaluru,Marketing,Executive,B.Sc,Full-Time,2020-11-24,5,118139,4.0,2,Inactive
2621,EMP02621,Employee_02621,22,Male,Kolkata,Sales,HR Executive,B.Tech,Full-Time,2022-12-29,3,43544,2.3,7,Active
2622,EMP02622,Employee_02622,36,Female,Hyderabad,IT,HR Executive,M.Tech,Contract,2025-09-12,0,121518,4.8,7,Inactive
2623,EMP02623,Employee_02623,24,Male,Kochi,Operations,Developer,MBA,Part-Time,2024-11-18,1,80190,4.3,6,On Leave
2624,EMP02624,Employee_02624,43,Male,Vijayawada,Finance,Developer,B.Com,Contract,2025-05-31,0,35217,3.9,2,On Leave
2625,EMP02625,Employee_02625,33,Female,Kochi,Sales,Developer,B.Sc,Contract,2025-10-15,0,30930,4.0,1,Active
2626,EMP02626,Employee_02626,30,Female,Vijayawada,Marketing,Analyst,MCA,Contract,2024-05-04,1,104116,4.4,4,Active
2627,EMP02627,Employee_02627,22,Male,Kochi,IT,HR Executive,B.Com,Contract,2024-07-01,1,102646,4.2,10,Active
2628,EMP02628,Employee_02628,44,Female,Chennai,Operations,Analyst,M.Tech,Contract,2026-05-01,0,145544,3.9,3,Inactive
2629,EMP02629,Employee_02629,24,Male,Pune,Support,Manager,MCA,Part-Time,2020-08-05,5,36127,4.2,5,Inactive
2630,EMP02630,Employee_02630,35,Male,Bengaluru,Sales,HR Executive,M.Tech,Full-Time,2020-02-14,5,90685,2.5,5,Inactive
2631,EMP02631,Employee_02631,33,Female,Kochi,IT,Accountant,B.Com,Part-Time,2021-12-04,4,18903,2.4,1,On Leave
2632,EMP02632,Employee_02632,25,Male,Kolkata,Marketing,Executive,M.Tech,Contract,2020-02-12,5,78792,2.6,5,On Leave
2633,EMP02633,Employee_02633,21,Female,Bengaluru,Admin,Tester,B.Com,Part-Time,2020-12-04,5,125021,3.1,3,Inactive
2634,EMP02634,Employee_02634,27,Male,Mumbai,IT,Analyst,B.Sc,Contract,2026-06-08,0,108481,2.4,2,Active
2635,EMP02635,Employee_02635,23,Female,Kochi,IT,Executive,B.Com,Contract,2022-02-14,3,104617,3.1,10,Inactive
2636,EMP02636,Employee_02636,36,Male,Pune,IT,Support Engineer,MBA,Contract,2021-02-13,4,147222,2.2,7,Inactive
2637,EMP02637,Employee_02637,39,Female,Hyderabad,Operations,Analyst,MBA,Part-Time,2020-08-21,5,97551,2.2,4,On Leave
2638,EMP02638,Employee_02638,45,Female,Kolkata,Marketing,Analyst,MCA,Part-Time,2022-08-07,3,102085,2.6,7,Inactive
2639,EMP02639,Employee_02639,35,Female,Mumbai,Sales,Tester,B.Com,Contract,2025-02-16,0,132185,4.6,0,On Leave
2640,EMP02640,Employee_02640,42,Female,Pune,IT,Executive,B.Sc,Full-Time,2025-02-06,0,79126,4.5,10,Inactive
2641,EMP02641,Employee_02641,34,Female,Mumbai,Operations,Analyst,B.Tech,Part-Time,2026-07-04,0,136276,3.0,12,On Leave
2642,EMP02642,Employee_02642,38,Female,Pune,HR,Analyst,B.Com,Part-Time,2023-02-24,2,29321,3.8,11,Active
2643,EMP02643,Employee_02643,30,Female,Kochi,Marketing,Accountant,MBA,Full-Time,2023-10-28,2,60519,3.5,7,Active
2644,EMP02644,Employee_02644,22,Female,Guntur,Marketing,Accountant,B.Com,Part-Time,2021-03-16,4,144908,4.9,9,On Leave
2645,EMP02645,Employee_02645,34,Female,Chennai,Finance,HR Executive,M.Tech,Contract,2023-12-09,2,107501,3.4,8,Active
2646,EMP02646,Employee_02646,37,Male,Pune,IT,Tester,M.Tech,Part-Time,2023-04-27,2,106566,2.8,10,On Leave
2647,EMP02647,Employee_02647,44,Female,Kochi,Finance,HR Executive,B.Tech,Full-Time,2023-11-29,2,127277,2.0,6,On Leave
2648,EMP02648,Employee_02648,34,Female,Vijayawada,Admin,Accountant,MCA,Part-Time,2021-06-25,4,142874,2.1,12,Inactive
2649,EMP02649,Employee_02649,45,Male,Guntur,Sales,Accountant,MBA,Contract,2020-06-16,5,71771,3.7,6,Active
2650,EMP02650,Employee_02650,23,Male,Delhi,HR,Manager,MCA,Contract,2024-12-23,1,40386,2.2,7,Inactive
2651,EMP02651,Employee_02651,26,Male,Mumbai,Sales,Manager,B.Sc,Full-Time,2021-12-07,4,26514,3.2,10,On Leave
2652,EMP02652,Employee_02652,22,Male,Mumbai,Marketing,HR Executive,B.Tech,Part-Time,2022-09-17,3,55512,2.6,9,On Leave
2653,EMP02653,Employee_02653,33,Male,Guntur,Operations,Manager,B.Sc,Part-Time,2020-04-22,5,85787,4.1,10,Inactive
2654,EMP02654,Employee_02654,33,Female,Bengaluru,Finance,Support Engineer,B.Sc,Part-Time,2026-01-11,0,102703,4.3,9,On Leave
2655,EMP02655,Employee_02655,22,Female,Kolkata,Operations,Tester,MCA,Part-Time,2020-07-17,5,118280,4.6,4,Inactive
2656,EMP02656,Employee_02656,24,Male,Mumbai,Finance,Support Engineer,B.Com,Part-Time,2022-10-02,3,48526,4.9,10,Active
2657,EMP02657,Employee_02657,21,Female,Mumbai,Finance,Support Engineer,B.Com,Full-Time,2025-12-08,0,102930,2.7,7,Inactive
2658,EMP02658,Employee_02658,34,Male,Hyderabad,Sales,Manager,B.Sc,Full-Time,2026-04-01,0,135081,3.6,0,Active
2659,EMP02659,Employee_02659,36,Female,Kolkata,Support,HR Executive,B.Sc,Contract,2020-11-03,5,26960,4.7,1,On Leave
2660,EMP02660,Employee_02660,38,Female,Chennai,Admin,Executive,M.Tech,Full-Time,2021-06-23,4,141725,3.7,12,Inactive
2661,EMP02661,Employee_02661,30,Male,Vijayawada,Support,Tester,B.Com,Full-Time,2021-10-07,4,112972,4.4,2,Inactive
2662,EMP02662,Employee_02662,28,Male,Vijayawada,IT,Developer,B.Com,Full-Time,2020-02-04,5,69038,4.3,8,On Leave
2663,EMP02663,Employee_02663,26,Male,Chennai,IT,Manager,M.Tech,Full-Time,2020-06-18,5,145839,2.9,10,On Leave
2664,EMP02664,Employee_02664,23,Female,Bengaluru,Support,Tester,MCA,Part-Time,2020-01-15,5,146214,3.1,5,On Leave
2665,EMP02665,Employee_02665,42,Female,Guntur,Finance,Accountant,B.Com,Contract,2021-07-17,4,35865,2.2,4,On Leave
2666,EMP02666,Employee_02666,45,Female,Mumbai,Marketing,Manager,B.Tech,Full-Time,2020-03-14,5,43604,3.1,6,On Leave
2667,EMP02667,Employee_02667,22,Female,Mumbai,Sales,Executive,B.Tech,Contract,2024-06-19,1,144165,3.6,12,Inactive
2668,EMP02668,Employee_02668,36,Male,Guntur,IT,HR Executive,B.Tech,Full-Time,2025-09-10,0,55161,4.7,11,Inactive
2669,EMP02669,Employee_02669,35,Female,Bengaluru,Marketing,Support Engineer,MCA,Contract,2023-10-06,2,58246,2.7,6,Active
