order_id,customer_name,gender,age,city,state,product,category,quantity,unit_price,discount,total_amount,payment_method,order_date,salesperson
472,Rahul,Male,55,Delhi,Delhi,Chair,Furniture,4,4500,15,15300,NetBanking,2025-08-24,Sneha
473,Diya,Male,49,Mumbai,Maharashtra,Table,Furniture,2,7000,0,14000,NetBanking,2025-06-26,Yusuf
474,Neha,Male,54,Chennai,Tamil Nadu,Watch,Fashion,4,5000,10,18000,Cash,2025-10-21,Anu
475,Diya,Male,30,Pune,Maharashtra,Watch,Fashion,2,5000,0,10000,Card,2025-04-14,Aarav
476,Vijay,Male,33,Chennai,Tamil Nadu,Phone,Electronics,5,25000,5,118750,Cash,2025-09-17,Arjun
477,Kiran,Male,51,Chennai,Tamil Nadu,TV,Electronics,1,42000,20,33600,NetBanking,2025-02-24,Ahmed
478,Ahmed,Female,43,Hyderabad,Telangana,Shoes,Fashion,4,3000,10,10800,Card,2025-07-07,Meena
479,Ravi,Female,58,Delhi,Delhi,TV,Electronics,2,42000,5,79800,NetBanking,2025-05-27,Priya
480,Aarav,Female,21,Delhi,Delhi,Watch,Fashion,5,5000,5,23750,Cash,2025-04-19,Rahul
481,Arjun,Male,21,Delhi,Delhi,Chair,Furniture,2,4500,0,9000,Cash,2025-03-30,Diya
482,Meena,Male,26,Mumbai,Maharashtra,Laptop,Electronics,5,55000,15,233750,Card,2025-09-08,Priya
483,Ahmed,Male,32,Hyderabad,Telangana,Shoes,Fashion,2,3000,10,5400,UPI,2025-07-31,Neha
484,Ahmed,Female,25,Bengaluru,Karnataka,Shoes,Fashion,1,3000,15,2550,UPI,2025-06-28,Ahmed
485,Yusuf,Female,49,Bengaluru,Karnataka,Chair,Furniture,4,4500,10,16200,NetBanking,2025-02-18,Ahmed
486,Rahul,Male,60,Hyderabad,Telangana,Shoes,Fashion,4,3000,5,11400,NetBanking,2025-06-22,Anu
487,Ravi,Male,44,Bengaluru,Karnataka,Table,Furniture,4,7000,10,25200,NetBanking,2025-09-04,Ahmed
488,Ahmed,Female,18,Pune,Maharashtra,Table,Furniture,3,7000,0,21000,UPI,2025-12-23,Neha
489,Kiran,Male,36,Bengaluru,Karnataka,Shoes,Fashion,2,3000,20,4800,UPI,2025-08-10,Yusuf
490,Arjun,Female,37,Bengaluru,Karnataka,TV,Electronics,4,42000,0,168000,Cash,2025-11-17,Yusuf
491,Kiran,Female,41,Hyderabad,Telangana,Shoes,Fashion,4,3000,0,12000,Card,2025-06-12,Yusuf
492,Priya,Female,40,Pune,Maharashtra,Chair,Furniture,3,4500,5,12825,Cash,2025-10-05,Yusuf
493,Rahul,Male,52,Delhi,Delhi,Phone,Electronics,3,25000,10,67500,UPI,2025-06-26,Kiran
494,Arjun,Female,47,Mumbai,Maharashtra,TV,Electronics,2,42000,5,79800,UPI,2025-04-02,Meena
495,Neha,Male,45,Chennai,Tamil Nadu,Shoes,Fashion,1,3000,10,2700,UPI,2025-11-01,Ravi
496,Diya,Female,34,Bengaluru,Karnataka,TV,Electronics,4,42000,0,168000,UPI,2025-05-14,Kiran
497,Meena,Male,39,Mumbai,Maharashtra,TV,Electronics,4,42000,5,159600,UPI,2025-01-30,Aarav
498,Ravi,Male,37,Hyderabad,Telangana,Watch,Fashion,2,5000,15,8500,NetBanking,2025-03-27,Ahmed
499,Meena,Male,24,Bengaluru,Karnataka,Shoes,Fashion,3,3000,5,8550,NetBanking,2025-12-18,Ravi
500,Kiran,Male,32,Delhi,Delhi,Shoes,Fashion,5,3000,5,14250,Cash,2025-01-30,Aarav
501,Ahmed,Male,59,Bengaluru,Karnataka,TV,Electronics,1,42000,5,39900,UPI,2025-02-24,Kiran
502,Yusuf,Female,34,Hyderabad,Telangana,Watch,Fashion,1,5000,0,5000,NetBanking,2025-11-10,Divya
503,Kiran,Female,29,Delhi,Delhi,TV,Electronics,5,42000,5,199500,NetBanking,2025-04-26,Ravi
504,Anu,Female,25,Pune,Maharashtra,Phone,Electronics,4,25000,0,100000,UPI,2025-01-04,Diya
505,Rahul,Female,52,Mumbai,Maharashtra,Watch,Fashion,3,5000,0,15000,NetBanking,2025-01-06,Divya
506,Rahul,Male,30,Hyderabad,Telangana,Rice,Grocery,2,1200,20,1920,NetBanking,2025-09-03,Diya
507,Priya,Female,58,Mumbai,Maharashtra,Chair,Furniture,4,4500,5,17100,NetBanking,2025-11-19,Arjun
508,Sneha,Male,47,Mumbai,Maharashtra,Watch,Fashion,2,5000,20,8000,NetBanking,2025-09-21,Diya
509,Divya,Male,40,Delhi,Delhi,Rice,Grocery,1,1200,20,960,Cash,2025-04-29,Sneha
510,Rahul,Female,22,Mumbai,Maharashtra,Chair,Furniture,2,4500,10,8100,Cash,2025-01-31,Arjun
511,Ravi,Male,22,Hyderabad,Telangana,Watch,Fashion,4,5000,20,16000,UPI,2025-12-06,Anu
512,Ahmed,Female,43,Chennai,Tamil Nadu,Table,Furniture,3,7000,0,21000,UPI,2025-08-08,Divya
513,Ravi,Female,18,Pune,Maharashtra,Phone,Electronics,4,25000,20,80000,NetBanking,2025-04-22,Meena
514,Priya,Male,20,Chennai,Tamil Nadu,TV,Electronics,4,42000,15,142800,UPI,2025-06-17,Arjun
515,Yusuf,Male,49,Pune,Maharashtra,Chair,Furniture,5,4500,10,20250,NetBanking,2025-11-18,Aarav
516,Sneha,Female,53,Mumbai,Maharashtra,Laptop,Electronics,3,55000,20,132000,Card,2025-04-08,Yusuf
517,Aarav,Male,40,Pune,Maharashtra,Phone,Electronics,1,25000,15,21250,UPI,2025-12-03,Kiran
518,Ravi,Male,37,Delhi,Delhi,Shoes,Fashion,3,3000,0,9000,Card,2025-05-05,Divya
519,Anu,Female,34,Mumbai,Maharashtra,Laptop,Electronics,3,55000,15,140250,NetBanking,2025-09-18,Anu
520,Sneha,Male,51,Bengaluru,Karnataka,Phone,Electronics,5,25000,20,100000,Cash,2025-09-12,Sneha
521,Kiran,Female,57,Delhi,Delhi,Table,Furniture,2,7000,5,13300,Card,2025-09-22,Kiran
522,Neha,Female,38,Mumbai,Maharashtra,Shoes,Fashion,4,3000,20,9600,Card,2025-02-01,Divya
523,Arjun,Male,55,Hyderabad,Telangana,Rice,Grocery,5,1200,0,6000,Cash,2025-05-21,Anu
524,Aarav,Male,58,Delhi,Delhi,Shoes,Fashion,3,3000,0,9000,NetBanking,2025-08-09,Rahul
525,Aarav,Male,26,Chennai,Tamil Nadu,Watch,Fashion,3,5000,5,14250,Cash,2025-10-12,Rahul
526,Sneha,Male,46,Delhi,Delhi,TV,Electronics,1,42000,10,37800,Card,2025-11-24,Yusuf
527,Priya,Male,21,Pune,Maharashtra,Table,Furniture,1,7000,0,7000,NetBanking,2025-02-22,Divya
528,Rahul,Male,48,Chennai,Tamil Nadu,Rice,Grocery,2,1200,15,2040,Card,2025-04-22,Vijay
529,Arjun,Female,60,Chennai,Tamil Nadu,Laptop,Electronics,3,55000,0,165000,Cash,2025-10-04,Rahul
530,Meena,Female,33,Delhi,Delhi,Laptop,Electronics,5,55000,0,275000,Card,2025-06-08,Vijay
531,Diya,Male,58,Chennai,Tamil Nadu,TV,Electronics,2,42000,15,71400,NetBanking,2025-09-19,Diya
532,Vijay,Male,18,Chennai,Tamil Nadu,Rice,Grocery,3,1200,20,2880,Cash,2025-03-07,Diya
533,Priya,Female,24,Mumbai,Maharashtra,Table,Furniture,2,7000,0,14000,NetBanking,2025-12-11,Kiran
534,Priya,Male,32,Chennai,Tamil Nadu,Phone,Electronics,1,25000,15,21250,UPI,2025-10-01,Arjun
535,Ravi,Female,55,Mumbai,Maharashtra,Shoes,Fashion,3,3000,5,8550,Cash,2025-04-29,Anu
536,Priya,Male,54,Bengaluru,Karnataka,Chair,Furniture,5,4500,10,20250,Card,2025-06-01,Anu
537,Aarav,Male,49,Hyderabad,Telangana,Laptop,Electronics,2,55000,20,88000,UPI,2025-08-02,Sneha
538,Priya,Female,26,Mumbai,Maharashtra,Watch,Fashion,5,5000,20,20000,NetBanking,2025-08-25,Meena
539,Kiran,Male,58,Delhi,Delhi,Watch,Fashion,3,5000,0,15000,Cash,2025-03-05,Diya
540,Priya,Male,31,Hyderabad,Telangana,Chair,Furniture,4,4500,10,16200,Cash,2025-06-09,Anu
541,Sneha,Male,28,Bengaluru,Karnataka,TV,Electronics,1,42000,5,39900,UPI,2025-12-28,Vijay
542,Kiran,Male,57,Pune,Maharashtra,Phone,Electronics,2,25000,20,40000,UPI,2025-05-22,Kiran
543,Anu,Female,46,Delhi,Delhi,Rice,Grocery,3,1200,15,3060,Card,2025-11-18,Ahmed
544,Anu,Male,43,Chennai,Tamil Nadu,Shoes,Fashion,5,3000,15,12750,Card,2025-11-16,Vijay
545,Anu,Male,19,Delhi,Delhi,TV,Electronics,3,42000,5,119700,Cash,2025-01-16,Rahul
546,Priya,Male,18,Pune,Maharashtra,Chair,Furniture,4,4500,5,17100,UPI,2025-11-29,Rahul
547,Anu,Male,19,Bengaluru,Karnataka,Shoes,Fashion,1,3000,15,2550,NetBanking,2025-10-26,Yusuf
548,Rahul,Female,52,Bengaluru,Karnataka,TV,Electronics,2,42000,0,84000,Card,2025-12-09,Ravi
549,Ravi,Male,48,Mumbai,Maharashtra,TV,Electronics,5,42000,20,168000,Cash,2025-02-06,Rahul
550,Ahmed,Male,49,Mumbai,Maharashtra,Watch,Fashion,4,5000,0,20000,Card,2025-01-29,Ravi
551,Rahul,Female,51,Delhi,Delhi,Rice,Grocery,3,1200,10,3240,UPI,2025-11-16,Kiran
552,Kiran,Female,55,Chennai,Tamil Nadu,Table,Furniture,2,7000,20,11200,Card,2025-07-27,Meena
553,Ravi,Male,59,Bengaluru,Karnataka,TV,Electronics,3,42000,10,113400,UPI,2025-09-17,Divya
554,Ravi,Male,49,Hyderabad,Telangana,Phone,Electronics,2,25000,0,50000,NetBanking,2025-11-20,Ravi
555,Priya,Male,19,Bengaluru,Karnataka,Rice,Grocery,2,1200,10,2160,UPI,2025-07-14,Anu
556,Yusuf,Female,36,Delhi,Delhi,Table,Furniture,5,7000,20,28000,Card,2025-10-17,Ahmed
557,Rahul,Male,45,Mumbai,Maharashtra,Watch,Fashion,5,5000,15,21250,Cash,2025-02-27,Priya
558,Kiran,Female,47,Delhi,Delhi,TV,Electronics,4,42000,15,142800,Card,2025-09-04,Yusuf
559,Aarav,Female,22,Chennai,Tamil Nadu,Laptop,Electronics,3,55000,5,156750,NetBanking,2025-04-01,Meena
560,Kiran,Female,37,Hyderabad,Telangana,TV,Electronics,2,42000,0,84000,UPI,2025-11-05,Neha
561,Sneha,Male,54,Bengaluru,Karnataka,Table,Furniture,3,7000,20,16800,Cash,2025-08-14,Ahmed
562,Ravi,Female,40,Mumbai,Maharashtra,TV,Electronics,1,42000,5,39900,Cash,2025-09-20,Aarav
563,Aarav,Male,38,Pune,Maharashtra,Phone,Electronics,2,25000,10,45000,NetBanking,2025-04-03,Neha
564,Ahmed,Male,60,Pune,Maharashtra,Rice,Grocery,2,1200,20,1920,NetBanking,2025-08-19,Neha
565,Neha,Female,41,Delhi,Delhi,Chair,Furniture,1,4500,0,4500,Cash,2025-10-29,Ahmed
566,Vijay,Male,48,Bengaluru,Karnataka,Rice,Grocery,1,1200,5,1140,Cash,2025-09-15,Sneha
567,Neha,Male,35,Hyderabad,Telangana,TV,Electronics,2,42000,10,75600,UPI,2025-11-01,Aarav
568,Divya,Male,38,Chennai,Tamil Nadu,TV,Electronics,5,42000,15,178500,Cash,2025-04-25,Anu
569,Ahmed,Male,32,Hyderabad,Telangana,Chair,Furniture,4,4500,10,16200,NetBanking,2025-06-06,Anu
570,Diya,Female,33,Bengaluru,Karnataka,Chair,Furniture,2,4500,15,7650,Cash,2025-02-23,Kiran
571,Divya,Male,29,Chennai,Tamil Nadu,Table,Furniture,3,7000,0,21000,Card,2025-02-13,Diya
572,Ravi,Female,46,Delhi,Delhi,Chair,Furniture,2,4500,20,7200,Card,2025-05-03,Vijay
573,Aarav,Female,37,Delhi,Delhi,Chair,Furniture,5,4500,0,22500,Cash,2025-05-25,Yusuf
574,Ravi,Female,28,Bengaluru,Karnataka,Chair,Furniture,1,4500,5,4275,UPI,2025-04-16,Arjun
575,Arjun,Female,19,Mumbai,Maharashtra,TV,Electronics,3,42000,20,100800,UPI,2025-07-17,Sneha
576,Diya,Female,47,Delhi,Delhi,Table,Furniture,4,7000,0,28000,Cash,2025-09-12,Yusuf
577,Aarav,Female,43,Hyderabad,Telangana,Shoes,Fashion,4,3000,0,12000,NetBanking,2025-03-19,Neha
578,Meena,Male,28,Chennai,Tamil Nadu,Watch,Fashion,3,5000,10,13500,Cash,2025-05-04,Ahmed
579,Priya,Female,47,Mumbai,Maharashtra,Chair,Furniture,3,4500,15,11475,NetBanking,2025-09-30,Kiran
580,Yusuf,Female,47,Pune,Maharashtra,Table,Furniture,4,7000,5,26600,Card,2025-01-03,Priya
581,Neha,Female,31,Bengaluru,Karnataka,Shoes,Fashion,5,3000,10,13500,Card,2025-07-16,Ravi
582,Vijay,Female,60,Mumbai,Maharashtra,TV,Electronics,3,42000,15,107100,UPI,2025-07-04,Kiran
583,Sneha,Female,27,Delhi,Delhi,Phone,Electronics,1,25000,10,22500,Card,2025-05-17,Divya
584,Meena,Female,36,Delhi,Delhi,Chair,Furniture,4,4500,0,18000,Cash,2025-06-14,Sneha
585,Yusuf,Male,60,Mumbai,Maharashtra,Laptop,Electronics,3,55000,0,165000,Card,2025-06-09,Priya
586,Aarav,Female,24,Pune,Maharashtra,Rice,Grocery,3,1200,5,3420,Card,2025-10-21,Rahul
587,Vijay,Male,60,Bengaluru,Karnataka,Laptop,Electronics,2,55000,0,110000,UPI,2025-07-28,Aarav
588,Diya,Male,26,Delhi,Delhi,Laptop,Electronics,4,55000,10,198000,Card,2025-06-19,Anu
589,Yusuf,Male,44,Pune,Maharashtra,TV,Electronics,3,42000,0,126000,Cash,2025-07-14,Anu
590,Sneha,Male,30,Pune,Maharashtra,Rice,Grocery,1,1200,15,1020,NetBanking,2025-04-30,Divya
591,Meena,Female,48,Hyderabad,Telangana,Phone,Electronics,4,25000,0,100000,Card,2025-07-18,Ravi
592,Kiran,Female,31,Pune,Maharashtra,Watch,Fashion,5,5000,10,22500,NetBanking,2025-08-03,Meena
593,Priya,Male,18,Mumbai,Maharashtra,Table,Furniture,1,7000,15,5950,Card,2025-04-09,Aarav
594,Neha,Female,46,Pune,Maharashtra,Phone,Electronics,5,25000,15,106250,NetBanking,2025-08-13,Anu
595,Arjun,Male,29,Hyderabad,Telangana,Chair,Furniture,5,4500,5,21375,NetBanking,2025-07-20,Anu
596,Vijay,Female,21,Chennai,Tamil Nadu,Shoes,Fashion,5,3000,0,15000,Cash,2025-06-25,Arjun
597,Kiran,Female,52,Mumbai,Maharashtra,Watch,Fashion,2,5000,10,9000,NetBanking,2025-01-27,Meena
598,Priya,Male,37,Chennai,Tamil Nadu,Shoes,Fashion,1,3000,0,3000,NetBanking,2025-02-23,Anu
599,Divya,Female,24,Delhi,Delhi,Table,Furniture,1,7000,15,5950,UPI,2025-08-29,Ahmed
600,Vijay,Female,60,Pune,Maharashtra,TV,Electronics,5,42000,15,178500,NetBanking,2025-07-28,Neha
601,Aarav,Male,49,Hyderabad,Telangana,Phone,Electronics,3,25000,0,75000,Card,2025-11-30,Neha
602,Diya,Male,42,Hyderabad,Telangana,Rice,Grocery,4,1200,10,4320,Card,2025-11-01,Meena
603,Yusuf,Female,29,Mumbai,Maharashtra,Chair,Furniture,5,4500,20,18000,NetBanking,2025-01-20,Kiran
604,Divya,Male,58,Chennai,Tamil Nadu,Chair,Furniture,2,4500,20,7200,NetBanking,2025-02-08,Ravi
605,Vijay,Male,48,Delhi,Delhi,Laptop,Electronics,1,55000,15,46750,Cash,2025-07-23,Vijay
606,Ahmed,Male,33,Delhi,Delhi,Rice,Grocery,2,1200,20,1920,NetBanking,2025-12-10,Arjun
607,Kiran,Female,27,Mumbai,Maharashtra,Watch,Fashion,1,5000,15,4250,Card,2025-05-03,Neha
608,Priya,Male,33,Mumbai,Maharashtra,Chair,Furniture,1,4500,20,3600,NetBanking,2025-06-14,Aarav
609,Arjun,Male,44,Chennai,Tamil Nadu,Rice,Grocery,2,1200,20,1920,Card,2025-02-25,Vijay
610,Rahul,Female,33,Mumbai,Maharashtra,Laptop,Electronics,3,55000,5,156750,UPI,2025-02-09,Kiran
611,Aarav,Female,32,Mumbai,Maharashtra,Shoes,Fashion,2,3000,10,5400,UPI,2025-06-16,Divya
612,Neha,Male,53,Mumbai,Maharashtra,Laptop,Electronics,1,55000,15,46750,UPI,2025-02-09,Aarav
613,Ahmed,Female,31,Chennai,Tamil Nadu,Watch,Fashion,5,5000,20,20000,Cash,2025-07-05,Arjun
614,Ravi,Male,34,Pune,Maharashtra,Phone,Electronics,5,25000,20,100000,Cash,2025-09-10,Aarav
615,Sneha,Female,32,Hyderabad,Telangana,Laptop,Electronics,3,55000,20,132000,Cash,2025-11-17,Neha
616,Ahmed,Male,52,Chennai,Tamil Nadu,Phone,Electronics,4,25000,5,95000,UPI,2025-04-20,Ravi
617,Diya,Male,59,Bengaluru,Karnataka,Phone,Electronics,2,25000,10,45000,Card,2025-06-11,Sneha
618,Ravi,Male,19,Hyderabad,Telangana,TV,Electronics,3,42000,20,100800,UPI,2025-02-09,Ahmed
619,Diya,Female,57,Chennai,Tamil Nadu,Rice,Grocery,2,1200,5,2280,Cash,2025-02-07,Neha
620,Kiran,Male,42,Hyderabad,Telangana,Watch,Fashion,2,5000,10,9000,Card,2025-06-16,Vijay
621,Rahul,Female,23,Chennai,Tamil Nadu,Chair,Furniture,1,4500,20,3600,UPI,2025-01-03,Vijay
622,Aarav,Male,54,Pune,Maharashtra,Rice,Grocery,2,1200,20,1920,UPI,2025-03-06,Anu
623,Diya,Female,53,Pune,Maharashtra,TV,Electronics,1,42000,5,39900,NetBanking,2025-08-18,Ahmed
624,Kiran,Male,54,Pune,Maharashtra,Watch,Fashion,3,5000,15,12750,Cash,2025-07-02,Neha
625,Kiran,Male,25,Pune,Maharashtra,Table,Furniture,2,7000,10,12600,NetBanking,2025-11-24,Ahmed
626,Kiran,Male,42,Hyderabad,Telangana,Laptop,Electronics,3,55000,5,156750,NetBanking,2025-07-09,Aarav
627,Neha,Female,22,Hyderabad,Telangana,Rice,Grocery,3,1200,0,3600,NetBanking,2025-10-07,Divya
628,Vijay,Female,29,Bengaluru,Karnataka,TV,Electronics,5,42000,10,189000,NetBanking,2025-08-30,Aarav
629,Meena,Female,20,Chennai,Tamil Nadu,Rice,Grocery,5,1200,10,5400,Cash,2025-04-05,Sneha
630,Neha,Female,32,Chennai,Tamil Nadu,Phone,Electronics,4,25000,0,100000,Cash,2025-05-04,Ahmed
631,Meena,Female,36,Pune,Maharashtra,Watch,Fashion,4,5000,15,17000,Cash,2025-10-14,Rahul
632,Ravi,Female,60,Delhi,Delhi,Table,Furniture,1,7000,5,6650,Card,2025-02-11,Divya
633,Ahmed,Female,21,Delhi,Delhi,Phone,Electronics,2,25000,5,47500,UPI,2025-05-02,Yusuf
634,Priya,Male,20,Pune,Maharashtra,Laptop,Electronics,5,55000,15,233750,UPI,2025-06-04,Priya
635,Arjun,Female,43,Bengaluru,Karnataka,Phone,Electronics,5,25000,0,125000,UPI,2025-04-06,Diya
636,Aarav,Female,45,Bengaluru,Karnataka,Shoes,Fashion,4,3000,5,11400,Card,2025-02-06,Rahul
637,Ahmed,Male,25,Bengaluru,Karnataka,Laptop,Electronics,5,55000,0,275000,UPI,2025-01-22,Vijay
638,Diya,Male,46,Pune,Maharashtra,Table,Furniture,4,7000,20,22400,Card,2025-08-17,Aarav
639,Anu,Male,40,Mumbai,Maharashtra,Shoes,Fashion,1,3000,5,2850,UPI,2025-02-14,Sneha
640,Priya,Male,33,Hyderabad,Telangana,Laptop,Electronics,1,55000,20,44000,Card,2025-12-22,Yusuf
641,Yusuf,Male,55,Pune,Maharashtra,Phone,Electronics,5,25000,5,118750,NetBanking,2025-03-08,Neha
642,Ahmed,Male,26,Delhi,Delhi,Rice,Grocery,2,1200,20,1920,UPI,2025-01-14,Divya
643,Rahul,Male,22,Bengaluru,Karnataka,Watch,Fashion,1,5000,10,4500,NetBanking,2025-06-06,Vijay
644,Priya,Female,50,Hyderabad,Telangana,Rice,Grocery,2,1200,0,2400,NetBanking,2025-09-07,Kiran
645,Neha,Female,24,Delhi,Delhi,Table,Furniture,5,7000,10,31500,Card,2025-06-18,Vijay
646,Ahmed,Female,27,Chennai,Tamil Nadu,Table,Furniture,4,7000,5,26600,UPI,2025-04-16,Kiran
647,Anu,Female,47,Mumbai,Maharashtra,Chair,Furniture,5,4500,20,18000,UPI,2025-05-05,Ahmed
648,Ravi,Female,18,Pune,Maharashtra,Phone,Electronics,1,25000,0,25000,Cash,2025-11-22,Diya
649,Anu,Male,38,Delhi,Delhi,TV,Electronics,1,42000,20,33600,UPI,2025-04-15,Ravi
650,Vijay,Female,29,Bengaluru,Karnataka,Phone,Electronics,5,25000,5,118750,Cash,2025-12-04,Arjun
651,Arjun,Female,31,Delhi,Delhi,Rice,Grocery,5,1200,0,6000,UPI,2025-01-16,Kiran
652,Yusuf,Male,50,Hyderabad,Telangana,Table,Furniture,1,7000,15,5950,Card,2025-06-10,Arjun
653,Arjun,Male,51,Chennai,Tamil Nadu,Phone,Electronics,4,25000,0,100000,UPI,2025-08-24,Yusuf
654,Ahmed,Female,33,Mumbai,Maharashtra,Watch,Fashion,4,5000,0,20000,Card,2025-08-26,Diya
655,Priya,Female,57,Pune,Maharashtra,Shoes,Fashion,4,3000,20,9600,UPI,2025-05-20,Arjun
656,Ravi,Female,58,Delhi,Delhi,Rice,Grocery,1,1200,0,1200,Card,2025-07-05,Sneha
657,Meena,Male,36,Mumbai,Maharashtra,Watch,Fashion,2,5000,15,8500,Card,2025-07-20,Arjun
658,Yusuf,Female,49,Hyderabad,Telangana,Table,Furniture,4,7000,5,26600,NetBanking,2025-06-15,Aarav
659,Arjun,Male,46,Mumbai,Maharashtra,Shoes,Fashion,1,3000,0,3000,UPI,2025-10-29,Rahul
660,Meena,Male,53,Chennai,Tamil Nadu,Rice,Grocery,2,1200,20,1920,UPI,2025-08-08,Ahmed
661,Diya,Female,45,Delhi,Delhi,Watch,Fashion,5,5000,0,25000,Cash,2025-01-18,Ravi
662,Yusuf,Male,34,Pune,Maharashtra,Watch,Fashion,1,5000,20,4000,NetBanking,2025-04-04,Priya
663,Divya,Female,35,Hyderabad,Telangana,Watch,Fashion,4,5000,5,19000,UPI,2025-03-02,Ahmed
664,Anu,Female,40,Bengaluru,Karnataka,Rice,Grocery,3,1200,0,3600,Cash,2025-06-27,Diya
665,Vijay,Male,55,Delhi,Delhi,Shoes,Fashion,1,3000,15,2550,UPI,2025-03-10,Ahmed
666,Yusuf,Male,43,Chennai,Tamil Nadu,Shoes,Fashion,3,3000,15,7650,Card,2025-07-21,Divya
667,Arjun,Female,54,Mumbai,Maharashtra,TV,Electronics,1,42000,5,39900,NetBanking,2025-06-18,Aarav
668,Yusuf,Male,36,Chennai,Tamil Nadu,Shoes,Fashion,2,3000,10,5400,NetBanking,2025-05-24,Sneha
669,Diya,Female,59,Delhi,Delhi,Chair,Furniture,4,4500,15,15300,UPI,2025-05-07,Arjun
670,Arjun,Female,33,Chennai,Tamil Nadu,Shoes,Fashion,3,3000,5,8550,NetBanking,2025-02-25,Priya
671,Ahmed,Male,42,Pune,Maharashtra,Phone,Electronics,4,25000,5,95000,NetBanking,2025-09-21,Neha
672,Rahul,Male,21,Chennai,Tamil Nadu,Watch,Fashion,4,5000,20,16000,NetBanking,2025-12-30,Ravi
673,Vijay,Female,58,Bengaluru,Karnataka,Table,Furniture,4,7000,5,26600,UPI,2025-07-28,Vijay
674,Anu,Female,19,Hyderabad,Telangana,Chair,Furniture,1,4500,20,3600,NetBanking,2025-07-04,Kiran
675,Ravi,Male,37,Pune,Maharashtra,TV,Electronics,5,42000,5,199500,Cash,2025-04-08,Diya
676,Yusuf,Male,29,Hyderabad,Telangana,TV,Electronics,2,42000,15,71400,NetBanking,2025-07-31,Rahul
677,Ravi,Female,22,Delhi,Delhi,Chair,Furniture,3,4500,10,12150,NetBanking,2025-01-31,Meena
678,Rahul,Male,26,Chennai,Tamil Nadu,TV,Electronics,2,42000,15,71400,UPI,2025-09-26,Priya
679,Neha,Male,20,Hyderabad,Telangana,Laptop,Electronics,1,55000,5,52250,NetBanking,2025-04-22,Priya
680,Meena,Female,60,Bengaluru,Karnataka,TV,Electronics,1,42000,15,35700,UPI,2025-07-22,Rahul
681,Sneha,Male,33,Pune,Maharashtra,TV,Electronics,1,42000,15,35700,Card,2025-04-26,Diya
682,Yusuf,Male,36,Delhi,Delhi,Table,Furniture,5,7000,15,29750,UPI,2025-06-08,Yusuf
683,Ahmed,Female,59,Pune,Maharashtra,TV,Electronics,1,42000,15,35700,Cash,2025-09-11,Diya
684,Neha,Male,39,Pune,Maharashtra,Laptop,Electronics,1,55000,15,46750,Cash,2025-01-29,Divya
685,Aarav,Female,45,Chennai,Tamil Nadu,Watch,Fashion,2,5000,15,8500,Card,2025-06-20,Ahmed
686,Diya,Male,35,Hyderabad,Telangana,Chair,Furniture,3,4500,15,11475,UPI,2025-07-14,Arjun
687,Vijay,Male,18,Chennai,Tamil Nadu,Rice,Grocery,2,1200,15,2040,Cash,2025-05-17,Divya
688,Arjun,Female,58,Delhi,Delhi,Chair,Furniture,3,4500,15,11475,Card,2025-05-25,Diya
689,Divya,Female,40,Delhi,Delhi,Table,Furniture,1,7000,15,5950,Cash,2025-10-28,Divya
690,Rahul,Female,50,Mumbai,Maharashtra,Watch,Fashion,3,5000,0,15000,Card,2025-07-18,Vijay
691,Kiran,Male,52,Pune,Maharashtra,Rice,Grocery,5,1200,10,5400,NetBanking,2025-04-05,Priya
692,Vijay,Female,55,Delhi,Delhi,Rice,Grocery,1,1200,20,960,NetBanking,2025-07-20,Ravi
693,Vijay,Male,20,Chennai,Tamil Nadu,TV,Electronics,1,42000,15,35700,Cash,2025-11-25,Arjun
694,Diya,Female,45,Pune,Maharashtra,Rice,Grocery,4,1200,10,4320,UPI,2025-11-06,Rahul
695,Priya,Female,59,Chennai,Tamil Nadu,Table,Furniture,5,7000,5,33250,NetBanking,2025-05-15,Arjun
696,Aarav,Male,36,Mumbai,Maharashtra,TV,Electronics,2,42000,0,84000,Cash,2025-09-18,Kiran
697,Sneha,Male,36,Bengaluru,Karnataka,Laptop,Electronics,5,55000,0,275000,Card,2025-03-19,Arjun
698,Kiran,Female,47,Delhi,Delhi,Chair,Furniture,4,4500,10,16200,NetBanking,2025-07-14,Neha
699,Sneha,Male,26,Hyderabad,Telangana,Laptop,Electronics,1,55000,0,55000,UPI,2025-10-07,Anu
700,Kiran,Female,28,Mumbai,Maharashtra,Phone,Electronics,2,25000,5,47500,NetBanking,2025-10-11,Yusuf
701,Vijay,Female,32,Bengaluru,Karnataka,Shoes,Fashion,5,3000,0,15000,UPI,2025-09-17,Priya
702,Diya,Male,20,Hyderabad,Telangana,Laptop,Electronics,4,55000,10,198000,UPI,2025-12-24,Ahmed
703,Rahul,Male,44,Delhi,Delhi,Rice,Grocery,1,1200,5,1140,NetBanking,2025-01-01,Ahmed
704,Kiran,Male,57,Mumbai,Maharashtra,Watch,Fashion,3,5000,0,15000,Cash,2025-04-26,Anu
705,Neha,Female,40,Delhi,Delhi,Shoes,Fashion,4,3000,20,9600,Cash,2025-02-25,Sneha
706,Meena,Female,50,Hyderabad,Telangana,TV,Electronics,1,42000,0,42000,Card,2025-09-11,Kiran
707,Meena,Male,27,Mumbai,Maharashtra,Chair,Furniture,2,4500,20,7200,NetBanking,2025-03-08,Kiran
